group	colour	x	y	showSelected1	showSelected2
139	#00BF7D	1977	60.765	West Bank and Gaza	Asia
139	#00BF7D	1982	64.406	West Bank and Gaza	Asia
139	#00BF7D	1987	67.046	West Bank and Gaza	Asia
139	#00BF7D	1992	69.718	West Bank and Gaza	Asia
139	#00BF7D	1997	71.096	West Bank and Gaza	Asia
139	#00BF7D	2002	72.37	West Bank and Gaza	Asia
139	#00BF7D	2007	73.422	West Bank and Gaza	Asia
140	#00BF7D	1952	32.548	Yemen, Rep.	Asia
140	#00BF7D	1957	33.97	Yemen, Rep.	Asia
140	#00BF7D	1962	35.18	Yemen, Rep.	Asia
140	#00BF7D	1967	36.984	Yemen, Rep.	Asia
140	#00BF7D	1972	39.848	Yemen, Rep.	Asia
140	#00BF7D	1977	44.175	Yemen, Rep.	Asia
140	#00BF7D	1982	49.113	Yemen, Rep.	Asia
140	#00BF7D	1987	52.922	Yemen, Rep.	Asia
140	#00BF7D	1992	55.599	Yemen, Rep.	Asia
140	#00BF7D	1997	58.02	Yemen, Rep.	Asia
140	#00BF7D	2002	60.308	Yemen, Rep.	Asia
140	#00BF7D	2007	62.698	Yemen, Rep.	Asia
141	#F8766D	1952	42.038	Zambia	Africa
141	#F8766D	1957	44.077	Zambia	Africa
141	#F8766D	1962	46.023	Zambia	Africa
141	#F8766D	1967	47.768	Zambia	Africa
141	#F8766D	1972	50.107	Zambia	Africa
141	#F8766D	1977	51.386	Zambia	Africa
141	#F8766D	1982	51.821	Zambia	Africa
141	#F8766D	1987	50.821	Zambia	Africa
141	#F8766D	1992	46.1	Zambia	Africa
141	#F8766D	1997	40.238	Zambia	Africa
141	#F8766D	2002	39.193	Zambia	Africa
141	#F8766D	2007	42.384	Zambia	Africa
142	#F8766D	1952	48.451	Zimbabwe	Africa
142	#F8766D	1957	50.469	Zimbabwe	Africa
142	#F8766D	1962	52.358	Zimbabwe	Africa
142	#F8766D	1967	53.995	Zimbabwe	Africa
142	#F8766D	1972	55.635	Zimbabwe	Africa
142	#F8766D	1977	57.674	Zimbabwe	Africa
142	#F8766D	1982	60.363	Zimbabwe	Africa
142	#F8766D	1987	62.351	Zimbabwe	Africa
142	#F8766D	1992	60.377	Zimbabwe	Africa
142	#F8766D	1997	46.809	Zimbabwe	Africa
142	#F8766D	2002	39.989	Zimbabwe	Africa
142	#F8766D	2007	43.487	Zimbabwe	Africa
